(u'Newark, DE', '|', u'@blucaller @JoyAnnReid 2nd most appearances on Sunday Shows of the 5 left. Only Trump beats him....', 'Trump')
(u'Atlanta, GA', '|', u'@KyleWRowley "Good Morning" got negated somehow by"nasty" #sensitive But I wld like 2 know that there\'s 1 #TrumpSupporter who isn\'t hateful!', 'Trump')
(u'Pennsylvania, USA', '|', u'@realDonaldTrump BS you lost because u were disorganized.', 'Trump')
(u'Alabaster, AL', '|', u'@realDonaldTrump               The Answer: Vote for Trump &amp; Make America Great Again! THEN we identify the Hill Quacks &amp; then vote them out!', 'Trump')
(u'Ballston Spa, NY', '|', u'Too excited to see @realDonaldTrump tonight! \U0001f60d\U0001f60d', 'Trump')
(u'Massachusetts, USA', '|', u"Remove Trump's star from the Hollywood Walk of Fame! https://t.co/hCBFf9lHJl https://t.co/b2L2Wesd3l", 'Trump')
(u'Albuquerque, NM', '|', u"Trump thought it was ok that unfair bankruptcy laws benefited him, but 'existing' rules he didn't bother 2 learn are CORRUPT? #nevertrump", 'Trump')
(u'Colorado, USA', '|', u"You're a Fool @BoomMan1976, as Trump could've squandered Dad's $1million loan, but instead turned it into $Billions! https://t.co/UwNJ5HeZ8F", 'Trump')
(u'Massillon, OH', '|', u'@Campaign_Trump @pamellalala @Reince JUSTICE IS COMING  ...AMERICA IS COMING WITH HIM!!!!!!! https://t.co/VQAH5sNdTX', 'Trump')
(u'Kennesaw, GA', '|', u'@jotonapapiv You\u2019re are invited to Like our new FB page https://t.co/vAbdu8z8gg #Trump2016\nClick the link to Like the Facebook page ;-)', 'Trump')
(u'Longmeadow, MA', '|', u'How many elections did #DonaldTrump #vote in #RegisterToVote', 'Trump')
(u'Smyrna, TN', '|', u'Vote Trump 2016 #trump2016 https://t.co/yRGnNVWbcO', 'Trump')
(u'Brighton, NY', '|', u'So funny that Trump is comparing himself to Bernie Sanders.  LOL', 'Trump')
(u'Colonie, NY', '|', u"I'd much rather go to a Trump rally then a Bernie rally...but I prolly wouldn't be allowed in", 'Trump')
(u'Phoenix, AZ', '|', u'@kristilade @denverpost @realDonaldTrump @ByJohnFrank  Yes. Purpose of a convention is to pick ticket that all parties will unite behind.', 'Trump')
(u'Georgia, USA', '|', u'Editors Note: New poll: Nobody likes Trump 69% unfavorable rating #NeverTrump #StopTrump https://t.co/MkPxGSOuRe', 'Trump')
(u'Atlanta, GA', '|', u'whole campus is covered in trump 2016 written in chalk \U0001f644', 'Trump')
(u'Nashville, TN', '|', u"Fine. I'm not interested in your opinion. Please untag me @chrlitt @ellenEspence @Reince @realDonaldTrump @cologop", 'Trump')
(u'Richmond, VA', '|', u'@ the people who wrote "trump" all over campus with sidewalk chalk: what is ur goal. what are u trying to achieve', 'Trump')
(u'Denver, CO', '|', u'@EnjoyLife4Evr @realDonaldTrump NO the GOP establishment is handing the election to Hillary.', 'Trump')
(u'North Ridgeville, OH', '|', u".@realDonaldTrump thinks SCOTUS' job is to investigate potential crimes. Seriously. How are the Trumpkins not enormously embarrassed by him?", 'Trump')
(u'Newington, VA', '|', u'#votetrump Sanders stop being nice to her.Hit her were it hurts show her gender equality.Debate!Show me the Money?Terror Enabler?Email lies?', 'Trump')
(u'Elyria, OH', '|', u'@FoxNews @realDonaldTrump @foxandfriends hey Fox News you brought it up back in 13 that Cruz cannot be president', 'Trump')
(u'Chicago, IL', '|', u"Couldn't resist\n#makedonalddrumphagain #trumpsucks #dumptrump @ Chicago, Illinois https://t.co/piyWZcILxU", 'Trump')
(u'Staten Island, NY', '|', u"@mitchellvii @FemalesForTrump He's a puppet for the corrupt RNC", 'Trump')
(u'Staten Island, NY', '|', u'@politico @realDonaldTrump time for cia director to wake up', 'Trump')
(u'Albuquerque, NM', '|', u"Bankruptcy laws are rigged by ppl like Trump who use their power, (ALEC) Now, he's whining again about rules being unfair. @realDonaldTrump", 'Trump')
(u'Villa Hills, KY', '|', u"@jpodhoretz @THR 2 more Trumps who don't know or care about how elections work! Is @realDonaldTrump really registered?", 'Trump')
(u'Fernway, PA', '|', u'#IslamIsTheProblem #BanMuslims #BuildTheWall #MakeAmericaGreatAgain #Trump2016  https://t.co/HBj9J8OsWt', 'Trump')
(u'Brooklyn, NY', '|', u'Like Cruz and Kasich, Sanders has only coughed up the first two pages of a Form 1040 Joe Conason: Hil trumps Bernie https://t.co/YJpniv8JMm', 'Trump')
(u'The Westin Copley Place', '|', u'My StarBucks Rewards feat. @realDonaldTrump @HillaryClinton and @SenSanders visit us today to see for yourself! https://t.co/7Shi0pxt60', 'Trump')
(u'Manhattan, NY', '|', u'"Trump can\'t even get his kids to vote for him in the primary!" Said Ted Cruz, before looking NY polls and weeping.  https://t.co/cXJe64OkQe', 'Trump')
(u'Kennesaw, GA', '|', u'@AngelaM5729 You\u2019re are invited to Like our new FB page https://t.co/vAbdu8z8gg #Trump2016\nClick the link to Like the Facebook page ;-)', 'Trump')
(u'Harrison, NY', '|', u'@FoxNews Shows just how on the ball the Trump family is when it comes to matters of importance. All too busy looking in the mirror.', 'Trump')
(u'Mount Holly Springs, PA', '|', u'All the corruption exposed Trump should not pull any punches Smack Wash on every issue Trump is a street fighter No political PC Screw media', 'Trump')
(u'Cedar Falls, IA', '|', u"When he's cute but then u find out he's a Trump supporter https://t.co/qm8PmrucfK", 'Trump')
(u'Grand Rapids, MI', '|', u'trying to get out of vacation mode is like all of you trying to ignore the fact that Donald Trump is REALLY running for president', 'Trump')
(u'Phoenix, AZ', '|', u'@realDonaldTrump U said U did not even make speech in CO. Why not? U could have. Ted did. Your problem 4 failing to campaign by their rules.', 'Trump')
(u'Chicago, IL', '|', u'Oops "@CNBC:Two of Trump\'s kids Eric and Ivanka can\'t vote for Dad.They missed NY deadline to register https://t.co/URuqEGyeX1" #groundgame', 'Trump')
(u'Overland Park, KS', '|', u'@politico @realDonaldTrump \nBeyond ready to be done with the Bush/Saudi oil era of contrived bs aka the great devolution era.', 'Trump')
(u'Brantford, Ontario', '|', u'PPL IF ANYONE BUT TRUMP WINS..THERE IS FOUL PLAY WITH ALL THE COMMENTS ABOUT THE VOTES BEING CHEATED EVERYWHERE AND THE GOP...VOTE TRUMP', 'Trump')
(u'Amherst, NY', '|', u'@SpecialCassie love you so much CASS #eyeoftheclinton #meanroger #trump16', 'Trump')
(u'Port Vue, PA', '|', u'\U0001f630 @realDonaldTrump \n\u263a tearjerker...\n... good man. https://t.co/Jp2J0MauJ5', 'Trump')
(u'Raleigh, NC', '|', u'@FLADaveJ @DRUDGE @realDonaldTrump Not even pref poll as announced. Worse, Trump delegates locked out. Cruz buying delegates with superpac !', 'Trump')
(u'Iowa, USA', '|', u'@MaryAEmert @foxandfriends @SheriffClarke I already have.  Goes against all my principles.  Could not live with myself if I voted Trump.', 'Trump')
(u'Albuquerque, NM', '|', u"Trump could write off thousands of ppl with his casino bankruptcy but poor people who have college loans can't write them off.THAT'S CORRUPT", 'Trump')
(u'North Carolina, USA', '|', u'Colorado Trump Delegate Removed And Replaced https://t.co/WSFj12NFTA https://t.co/qmszecBDHH', 'Trump')
(u'Fayetteville, NC', '|', u'@immigrant4trump @realDonaldTrump @RepGutierrez @HillaryClinton @JohnKasich - Put all illegal immigrants/Muslims on a boat send them back', 'Trump')
(u'Owatonna, MN', '|', u"Colorado Canceled the Popular Vote. Just gave Cruz Colorado. Vote Don't Count. Cruz Stole Colorado! #TrumpTrain https://t.co/RRCUW0BOs3", 'Trump')
(u'Tempe, AZ', '|', u'@edintampa @KatyinIndy @devilchasnme @USAforTrump2016 "He who knows others is wise, he who knows himself is enlightened."~ Leo Tzu', 'Trump')
(u'Kansas, USA', '|', u'#establishmentpolitics #NeverTrump #BernieSanders #Bernie2016  #FeelTheBern #NotMeUs #StillSanders #NYPrimary https://t.co/norAE7pvYu', 'Trump')
(u'Bedford, MA', '|', u'Trump called the Boston Globe stupid for publishing a fake front page as though he had been elected President. Bstn GOB!', 'Trump')
(u'Braintree, MA', '|', u'@realDonaldTrump Welcome to the USSA!\nUnbelievable this could happen.', 'Trump')
(u'Denver, CO', '|', u'@dsager45 true the whole thing was insane. just that trump could have taken advantage of it as well as cruz.', 'Trump')
(u'Connecticut, USA', '|', u'FOR A STRONG SAFE AMERICA VOTE TRUMP https://t.co/Kk67FwGckk', 'Trump')
(u'Kennesaw, GA', '|', u'@siblewinebarger You\u2019re are invited to Like our new FB page https://t.co/vAbdu8z8gg #Trump2016\nClick the link to Like the Facebook page ;-)', 'Trump')
(u'Shreveport, LA', '|', u"https://t.co/YzvSfxlEVm Latina girls walk off field, whites shout \u2018Donald Trump, build that wall\u2019\nWe'll Kill Whites https://t.co/wZFegRr8qq", 'Trump')
(u'Arlington, TN', '|', u'The same Republican Party you claim to represent? Looks like you are the cause of any "trouble" to me. #NeverTrump https://t.co/HLdiLtpyHs', 'Trump')
(u'Ohio, USA', '|', u'@TheTRUMPetts @YouTube @BPPope @realDonaldTrump https://t.co/N8zltqKZon', 'Trump')
(u'Staten Island, NY', '|', u'@mitchellvii @FemalesForTrump I agree', 'Trump')
(u'Tempe, AZ', '|', u"This makes me worry that .@realDonaldTrump's organization might be a NIGHTMARE! LOL\nhttps://t.co/lgBCcu8AwA", 'Trump')
(u'Columbus, OH', '|', u'@realDonaldTrump please hire someone that understands state delegate process. Colorado was decided Aug 2015 Should have been no surprise!', 'Trump')
(u'Fairborn, OH', '|', u'@Dc37Deborah @wordpressdotcom Go get them sobs#PresidentTrump', 'Trump')
(u'Kentucky, USA', '|', u'#Trump in 2016 Temp:69.4\xb0F Wind:10.5mph Pressure: 29.97hpa Falling Rain Today 0.00in.  Forecast: Unsettled, precipitation later', 'Trump')
(u'Hillside Lake, NY', '|', u'@TeamTrumpAZ WIN ALL THOSE STATES TRUMP. GET THE DELEGATES AND TELL THE GOP BOUGHT DELEGATES TO SHOVE IT. GET ON THE TRUMP TRAIN OR ELSE', 'Trump')
(u'Mississauga, Ontario', '|', u"TDC POLITICS\nPoliticians telling #Americans to vote...an inside joke, not so inside anymore\n@realDonaldTrump &amp; @BernieSanders expose 'fix'", 'Trump')
(u'Milton, GA', '|', u'@CraigR3521 my neighbor has a Trump bumpersticker- confirms what I have always thought of her &amp; her shack up.', 'Trump')
(u'Staten Island, NY', '|', u'@DrMartyFox @drscott_atlanta @TIMENOUT @YDP @EuroAm1 @CindyBlackwel12 @Trumpette2017 s', 'Trump')
(u'Summerlin South, NV', '|', u'@realDonaldTrump new slogan Make Our Vote Count Again! #makeourvotecountagain', 'Trump')
(u'Manhattan, NY', '|', u'11:59AM - bad bitch #spiritanimal #currentmood #moodboard #goodmorning #monday #toriamos @ Trump\u2026 https://t.co/TAKLoGwePQ', 'Trump')
(u'Salt Lake City, UT', '|', u"@peddoc63 @realDonaldTrump I know it's frustrating. Hang in there my friend", 'Trump')
(u'South Carolina, USA', '|', u'@CNNPolitics @realDonaldTrump The above link will take you to a CNN report in 2014  CIA was using and now CIA said NO 2 next Pres. Trump.', 'Trump')
(u'Brantford, Ontario', '|', u"It's also discusting how the GOP represents itself by doing anything to stop Trump. Where's the Freedom of the people's votes. Duscusting", 'Trump')
(u'Iowa, USA', '|', u"@BretBaier @realDonaldTrump @Ted maybe he should read Colorado's state voting rules. Uninformed. Ok if he is winning.", 'Trump')
(u'Ohio, USA', '|', u"@TheTRUMPetts @emilyannetoler  @realDonaldTrump  CRUZE and Kasich Don't have The TRUMPetts ! https://t.co/EUpw2MPslE", 'Trump')
(u'California, USA', '|', u'#KINDNESS @realDonaldTrump  https://t.co/BLXRo8yDmr', 'Trump')
(u'Arkansas, USA', '|', u'@realTrump4POTUS Went to rally on okc. So much patriotism! Wish I could attend all of them!', 'Trump')
(u'South Carolina, USA', '|', u'@realDonaldTrump @AnnesLimo @WVTTS1017 how about trump Bernie 3rd party ticket beat the hell out of Clinton Cruz', 'Trump')
(u'Columbus, OH', '|', u'@TABITHAdesigner @Sodonnell312 Donald Trump is the best. He has the courage and strength to be the best. President ever ********************', 'Trump')
(u'Lorain, OH', '|', u'@EmmmyP__ I love me some trump man', 'Trump')
(u'New York, USA', '|', u"Sanders is laying in the cut the only 1 that's tellus something we don't know,is Trump,lyin &amp; cheating US out of r votes", 'Trump')
(u'Schenectady, NY', '|', u"It's called everything is for sale! That's why we need an outsider like Trump! to fix this! https://t.co/mw8BRfkjQB", 'Trump')
(u'Louisiana, USA', '|', u"@hautedamn @Bidenshairplugs @tedcruz This is exactly wat the GOP wants .. Voters don't mean shit to them .. But I have news .. Trump Train\U0001f682\U0001f682", 'Trump')
(u'Denver, CO', '|', u'Trump Made A Mistake By Overlooking #Colorado via @FiveThirtyEight  https://t.co/2wqCnZGaBw', 'Trump')
(u'Lutherville, MD', '|', u'@SpeakerRyan how can @realDonaldTrump win states get more votes then anyone and not get the most delegates I though most votes win.', 'Trump')
(u'Morgantown, WV', '|', u'Donald Trump is the scariest joke the American public ever made.', 'Trump')
(u'Delaware, OH', '|', u'@bvenne123 because Trump hates America', 'Trump')
(u'Brighton, NY', '|', u'For Bernie and Trump followers. (Maybe Trump &amp; Bernie too)  HERE ARE THE RULES https://t.co/L2YkLwSLAM', 'Trump')
(u'Alabama, USA', '|', u"I'm just being realistic I dont picture a woman running the U.S but I DAMN SURE don't picture Donald Trump running it", 'Trump')
(u'Martinsburg, WV', '|', u'Notice how the other candidates who have lost primaries don\'t blame a "rigged system". #NeverTrump', 'Trump')
(u'Detroit, MI', '|', u"@tedboz @G6throughF5 @realDonaldTrump  Socialism getting their way What it looks like How you feel doesn't matter Good ole days are gone", 'Trump')
(u'Scottsdale, AZ', '|', u"@TrussElise @GinGander He's a pathological liar, had 3 wives, numerous affairs yet you, a supposed Christian, supports Donald Trump? LOL", 'Trump')
(u'Alabama, USA', '|', u'They are private not government and can do what they want and that is what they are doing - Stop TRUMP!!! You Stop \U0001f621 https://t.co/V04Y8qd8d3', 'Trump')
(u'Avon, OH', '|', u'If you locked Trump and Hillary in a room for 10 hours to settle their differences, you know what would come out? The 2016 Democrat ticket.', 'Trump')
(u'Dutton, MI', '|', u'@realDonaldTrump keep brining it #strong! The #establishment are ruining our country. Back to basics #MakeAmericaGreatAgain', 'Trump')
(u'Columbus, OH', '|', u'@EricTrump @VetForTrump God bless each and everyone of you ,I salute you , and thank you. Donald J Trump for PRESIDENT ********************', 'Trump')
(u'Manhattan, NY', '|', u'Protestors say they are planning to keep Trump from speaking at GOP fundraiser at Grand Hyatt on Thursday.', 'Trump')
(u'Pennsylvania, USA', '|', u'@scooterboydom @MattLech @realDonaldTrump yeah how did that whole thing with Saddam work out in the end? I forget...', 'Trump')
(u'South Carolina, USA', '|', u"@realDonaldTrump beat the hell out of Clinton and Cruz let's go trump sanders ticket", 'Trump')
(u'New York, USA', '|', u'#CNN...I have known for months...most of the money #Trump charity gives away IS NOT HIS, but pay to play donations #Trump Favors.', 'Trump')
(u'Brantford, Ontario', '|', u'And I believe it is Rigged..Trump has every right to be discusting by candidates buying  off delegates one by one. VOTE TRUMP AMERICA', 'Trump')
(u'North Carolina, USA', '|', u'@realDonaldTrump supporters have been called "dumb."  So be it.  Even dumb cavemen know how to take out the GOP https://t.co/zqJmJcn9E6', 'Trump')
(u'Raleigh, NC', '|', u'6 months out existing voter party change deadline. Move from FL&gt;NY reg 3/25, vote in R primary. Trump kids? Last Oct https://t.co/A6W0mWp5VN', 'Trump')
(u'St George, UT', '|', u'@ShariSimpson13 @KLSouth WELL Billions spent on these guys to ensure they won.  So now Billions spent to make sure MR. TRUMP DOES NOT WIN', 'Trump')
(u'Las Vegas, NV', '|', u'@felipegana hahaha -  @NASCAR has made it clear with Trump endorsement and prayers for "jesus men".....  they DO NOT CARE!', 'Trump')
(u'Ohio, USA', '|', u"@1LuckyLady_ @TheTRUMPetts @YouTube @realDonaldTrump @That_FL_Girl @FLTrumpTeam Cruz  Doesn't have &gt; The TRUMPetts ! https://t.co/dVIQK4HSjD", 'Trump')
(u'Mount Holly Springs, PA', '|', u'@BretBaier @MikayesFiona @realDonaldTrump @SpecialReport Bret it was decent special The tease title of show was misleading', 'Trump')
(u'Huntsville, AL', '|', u"@Rasmussen_Poll @realDonaldTrump @tedcruz It's more like the @GOP version of @BreakingBad_AMC", 'Trump')
(u'Rome, NY', '|', u'@donaldtrumpdbag News Flash!  This is not a "democracy"; it\'s a REPUBLIC!', 'Trump')
(u'Albuquerque, NM', '|', u'No one changed the rules, Trump but YOU thought you could corrupt the system by using your fame &amp; demeaning others, like Mexicans &amp; Muslims.', 'Trump')
(u'Manhattan, NY', '|', u'@bergdorfs chloe #bergdorfgoodman #nyc #trumptower @ivankatrump @ Bergdorf Goodman https://t.co/BvKHsrkjrp', 'Trump')
(u'Cookeville, TN', '|', u'@SouthOmahaTrump @FoxNews @realDonaldTrump @foxandfriends we are not a democracy you ignorant moron. We are a constitutional republic', 'Trump')
(u'Oklahoma City, OK', '|', u'@Trump2015US @SharonEden2468 @MFDesignSG @FoysolChoudhury Thank you for following. #Trump2016', 'Trump')
(u'North Carolina, USA', '|', u'@realDonaldTrump #NeverTed  The people v the GOP in Cleveland.', 'Trump')
(u'Braintree, MA', '|', u'#WomenForTrump #EastCoastGirlsAreHip https://t.co/FzcWy3msOa', 'Trump')
(u'Philadelphia, PA', '|', u'Matt Bai: The Republican Party can\u2019t steal what Donald Trump didn\u2019t earn #trump #cruz RNC. https://t.co/NXdZ7v219Y', 'Trump')
(u'Plano, TX', '|', u'Pretty much! Hope @realDonaldTrump splits off from party &amp; we all follow- would luv to see death of corrupt @GOP  https://t.co/4lWpRUaLax', 'Trump')
(u'Brooklyn, NY', '|', u"I'm not sure what @realDonaldTrump is talking about. NY Board of Elections says deadline to register was March 25th. 2016, not a year ago.", 'Trump')
(u'Johnson City, TN', '|', u'@DanScavino @cologop @realDonaldTrump ...terrible!!!!', 'Trump')
(u'Brownsburg, IN', '|', u'#NeverTrump  https://t.co/0axFbFNAbQ', 'Trump')
(u'Scottsdale, AZ', '|', u'@PCisCrazy @Bipartisanism @girlzinger Oh boy. A Trump Sucker.', 'Trump')
(u'Ashland, KY', '|', u"@realDonaldTrump You hadn't studied the election and you might lose all your money on this national casino.", 'Trump')
(u'Ohio, USA', '|', u'@1LuckyLady_ @NJMETALGIRL @realDonaldTrump @TheTRUMPetts @YouTube \nHear #1 Hit 4 TRUMP https://t.co/C8B9sPyTbM https://t.co/hk7kvhjWyq', 'Trump')
(u'Staten Island, NY', '|', u'@mitchellvii @FemalesForTrump Cruz is using the RNC just as they are using him', 'Trump')
(u'Missouri, USA', '|', u'@realDonaldTrump @DianneONeal6. I agree with you Mr Trump, something fishy is going on about the delegates and super delegates?', 'Trump')
(u'Canonsburg, PA', '|', u'Pittsburgh is soo Excited to see you this Week @realDonaldTrump \U0001f1fa\U0001f1f8\U0001f1fa\U0001f1f8', 'Trump')
(u'Las Vegas, NV', '|', u'@LouDobbs @realDonaldTrump @worldnetdaily https://t.co/BBPiss19NI', 'Trump')
(u'Manhattan, NY', '|', u'@totlth We can obviously no longer trust the RNC or RINO GOP. 1Party TWO talking heads  @emizzi @NahBabyNah @philmonaco67 @realDonaldTrump', 'Trump')
(u'Phoenix, AZ', '|', u"@OutnumberedFNC @SandraSmithFox @AndreaTantaros @RepPeteKing  Trump didn't learn primary rules, got out-negotiated, now cries 'Waaaaaaaaaa'!", 'Trump')
(u'Albuquerque, NM', '|', u"Why don't Trump's fans think it was a bad thing for him to dump all those ppl out of casino jobs w/his convenient bankruptcy.Is ok 4 Trump?", 'Trump')
(u'Lynbrook, NY', '|', u'@rushlimbaugh  What are your thoughts on the fraudulent Co. delegate scam?\n@realDonaldTrump @PaulManafort', 'Trump')
(u'West Warwick, RI', '|', u"@realDonaldTrump they're miscalculating the effects of their underhanded actions to block the will of the people&amp;this will lead to their end", 'Trump')
(u'Toronto, Ontario', '|', u'@realDonaldTrump @_Donald_J_Trump @thedonalddrump It is not a rocket science to understand; what we put in sand that bring up the tree!!&gt;&gt;', 'Trump')
(u'Chandler, AZ', '|', u'Leaving GOP and vote for Trump on November!!!!! https://t.co/eSzUrzBXLp', 'Trump')
(u'Tennessee, USA', '|', u'What are we doing to protect this hero? https://t.co/P1tVxOSfRg @DesJarlaisTN04 @realDonaldTrump @SenTedCruz', 'Trump')
(u'Phoenix, AZ', '|', u"@HARRISFAULKNER @trish_regan Trump didn't learn primary rules, got out-negotiated, now cries 'Waaaaaaaaaa'!", 'Trump')
(u'Queens, NY', '|', u'I need a "Fuck Trump" crew neck !', 'Trump')
(u'Broomfield, CO', '|', u'America is so soaked in the media BS, that we think @realDonaldTrump house cleaning cannot work. Same for Reagan.  https://t.co/SKBRkZHFgm', 'Trump')
(u'New York, USA', '|', u'@realDonaldTrump if you were concerned about Colorado, should have gotten on YOUR PRIVATE JET, and been there SATURDAY! Shut YOUR PIE HOLE', 'Trump')
(u'Ohio, USA', '|', u'@az_valentine @WDFx2EU @Teachers4Trump @ChristiChat @LindaSuhler @DanScavino @PatDollard SHOULD We Re-Register INDEPENDENT ?', 'Trump')
(u'Hillside Lake, NY', '|', u"@TeamTrumpAZ IT'S NO SECRET THE DELEGATE RULES HAVE TO BE CHANGED. AND TRUMP CAN WIN FAIRLY", 'Trump')
(u'Wichita, KS', '|', u"@JoeNBC Heard Trump has NPD (narcissistic personality disorder) It curable,or contagious,or true?Cruz showing symptoms?Guess we'll find out?", 'Trump')
(u'Baltimore, MD', '|', u"@realDonaldTrump Hey Don Your so Big &amp; Brave with your BIG MOUTH Debate Cruz one on one, You won't because your A COWARD.  H'ed tear you up.", 'Trump')
(u'Elyria, OH', '|', u"@realDonaldTrump @YouTube Republican party won't be in  November if they don't start being fair to Trump we are tired of the corruption", 'Trump')
(u'Pennsylvania, USA', '|', u'@PRESlDENT_TRUMP Vote for Trump. He will clean up the corruption. He is not beholden to anyone. https://t.co/tMg5FWzX7H', 'Trump')
(u'Phoenix, AZ', '|', u"@LatinoVoices @REMEZCLA Trump didn't learn primary rules, got out-negotiated, now cries 'Waaaaaaaaaa'!", 'Trump')
(u'South Carolina, USA', '|', u'@realDonaldTrump Why is the Dir. of Nat. Security promoting the disruption of NY', 'Trump')
(u'Irving, TX', '|', u'Being uninformed &amp; a sore loser is no way to go through a presidential campaign\n#NeverTrump #TrumpTrain #Tumpaganda https://t.co/KssZ8qoUAx', 'Trump')
(u'Fort Worth, TX', '|', u'I had a very interesting chat w a NYC friend, knows Trump since 70s. Voting 4 him 2. #Muslim', 'Trump')
(u'Colorado, USA', '|', u"@BoomMan1976 I point out how @realDonaldTrump turned his father's $1 Million into $Billions &amp; you whine about names? https://t.co/jbKHghRcHT", 'Trump')
(u'Brooklyn, NY', '|', u'If @realDonaldTrump is talking about deadline to switch party affiliation in NYS to the GOP the deadline was in  October, not a year ago.', 'Trump')
(u'Oklahoma, USA', '|', u'#GOP#TrumpTrain There will not be a Republican White House without Trump Being Your Man,Others will lose to the DEM. &amp; TNVote out the rest.', 'Trump')
(u'Loganville, GA', '|', u'Trump erupts as Cruz sweeps Colorado without votes https://t.co/RPIwPrYg1r via @worldnetdaily', 'Trump')
(u'Phoenix, AZ', '|', u"@DagnyDelinquent @steph93065 @ReneHesez Crybabies. Trump didn't learn primary rules, got out-negotiated, now cries 'Waaaaaaaaaa'!", 'Trump')
(u'Berkley, MI', '|', u'I like Stephen Miller #AlwaysStraightOn #Trump2016 https://t.co/DO5exGvVZ5', 'Trump')
(u'Illinois, USA', '|', u"@HillaryClinton Trump is bad news. The words that come out his mouth is like poison. why r People voting 4 him. what's this world coming 2?", 'Trump')
(u'Salem, NH', '|', u'@FoxNews @realDonaldTrump @oreillyfactor corrupt system , all the way \U0001f914', 'Trump')
(u'Columbus, OH', '|', u'@realDonaldTrump @TeamTrumpNC I find Cruz very annoying ,rude, and the lies ,he is embarrassing to watch , Donald J Trump Forever *-*', 'Trump')
(u'East Grand Rapids, MI', '|', u"Missing from Trump's list of charitable giving, his own cash @washingtonpost #dumptrump #nevertrump #charlatan https://t.co/tR5c5oGH0a", 'Trump')
(u'Toronto, Ontario', '|', u'@realDonaldTrump @_Donald_J_Trump @thedonalddrump The person took the benefits from Cruz also US citizen, per say;how GOP win in g.election?', 'Trump')
(u'Braintree, MA', '|', u'#WriteInTrump come hell or high water if necessary. Either they smarten up, or the\n#GOPIsToast https://t.co/I2PnzSWlOX', 'Trump')
(u'Storrs, CT', '|', u'Oh man, a huge "Vote Trump" message written in chalk on Fairfield Way this morning. Hopefully nobody here feels unsafe \U0001f644\U0001f644\U0001f644\U0001f644\U0001f644', 'Trump')
(u'St George, UT', '|', u"@WSJ  WSJ is just as bad as the globe but hasn't turned to comic book yet. JUST ONE SIDED. Paying to keep votes AWAY from Trump, WHY? WHY?", 'Trump')
(u'Ohio, USA', '|', u"@TheTRUMPetts @realDonaldTrump  ONE Thing CRUZ &amp; Kasic Don't have :)\nThe TRUMPetts !\nhttps://t.co/Z3UVeOSn09 https://t.co/mUZ0pxoz4h", 'Trump')
(u'Alpharetta, GA', '|', u"@rcarr57 Can you believe that Trump's  kids didn't register to vote for dad!!!\U0001f62d\U0001f62d\U0001f62d\U0001f62d\U0001f62d\U0001f62d\U0001f62d\U0001f62d\U0001f62d\U0001f631\U0001f631\U0001f631\U0001f917\U0001f917\U0001f917\U0001f609\U0001f609\U0001f609\U0001f44f\U0001f3fc\U0001f44f\U0001f3fc\U0001f44f\U0001f3fc\U0001f44f\U0001f3fc\U0001f42a\U0001f48b", 'Trump')
(u'Harriman, NY', '|', u'@realDonaldTrump bad loser', 'Trump')
(u'Big Rapids, MI', '|', u'@tybessy20 N64 always trumps', 'Trump')
(u'Hillside Lake, NY', '|', u'@TeamTrumpAZ I WAS A DEMOCRAT CHANGED TO REPUBLICAN THINKING OF GOING INDEPENDENT SICK OF THE GOP', 'Trump')
(u'Missouri, USA', '|', u"@BrendaisGrant @FNReporting @BretBaier @FoxNews @DianneONeal6 Exactly, American's needs Donald Trump.", 'Trump')
(u'North Carolina, USA', '|', u'@iDis0rder @WhoShouldIVote4 @realDonaldTrump @Reince @GOP @RNC', 'Trump')
(u'Pine Bluff, AR', '|', u'@realDonaldTrump Fund #NY with a fundraiser like you did vets by raising $6 million. Oh wait that was a fraud also. https://t.co/5l6qACtLuu', 'Trump')
(u'Harriman, NY', '|', u'@realDonaldTrump something a loser says', 'Trump')
(u'Kansas, USA', '|', u"Trump: Brennan's Refusal on Waterboarding 'Ridiculous' https://t.co/RmqatsGdIi #Newsmax via @Newsmax_Media", 'Trump')
(u'Phoenix, AZ', '|', u'@Brainykid2010 @steph93065 I will vote for GOP v. Hillary but Trump needs to learn rules, listen to others, and stop complaining.', 'Trump')
(u'Mississauga, Ontario', '|', u'TDC POLITICS\nMessage to pundits...@realDonaldTrump political career started in June...common sense...something the voting system needs', 'Trump')
(u'Duncan, SC', '|', u'Andrea will be hitting on Pete King now that he is a trump supporter and Cruz hater. #outnumbered', 'Trump')
(u'Lehighton, PA', '|', u'@TeamTrumpAZ @victorbreaux very nice', 'Trump')
(u'Colorado, USA', '|', u'#Trump has declared war on the #GOP  Wonder who will win?  https://t.co/GAvTHnaq4z', 'Trump')
(u'Camden, AR', '|', u"@NoMoreRomney How is Trump doing now that he isn't getting the advantages of a highly segmented field? @brand1smith @DLoesch @DanScavino", 'Trump')
(u'Michigan, USA', '|', u'@jrmphill @RonHaskell @realDonaldTrump @gene70 Hitler was already killing Unfaithful Germans no oath meant certain death', 'Trump')
(u'Ohio, USA', '|', u"@OutnumberedFNC you have on guest that is protrump and hates cruz. I don't watch anymore. King is an ass. Enjoy him.", 'Trump')
(u'California, USA', '|', u'Women for Trump! https://t.co/N1U7dhHGHR', 'Trump')
